,discoverymethod,st_spectype,pl_bmassj,pl_orbper,hostname,pl_radj
1619,Radial Velocity,K1,0.02795,9.4909,HD 97658,0.21
1620,Transit,,0.95,5.031623,KELT-12,1.78
1621,Radial Velocity,K0V,0.0371,31.56,HD 69830,0.309
1622,Radial Velocity,K0V,0.057,197.0,HD 69830,0.397
1623,Transit,F8 V,0.094,18.7959228,Kepler-117,0.719
1624,Transit,,0.0144,2.75798267,Kepler-1061,0.177
1625,Transit,,0.0105,4.02582254,Kepler-1073,0.146
1626,Transit,,0.0118,9.30412078,Kepler-1062,0.157
1627,Transit,,0.00052,0.69384285,Kepler-1087,0.054
1628,Transit,,0.0126,12.691112,Kepler-110,0.163
1629,Radial Velocity,G5,1.31,147.747,HIP 14810,1.22
1630,Transit,,0.0285,24.3397804,Kepler-1129,0.264
1631,Transit,F8 V,1.84,50.790391,Kepler-117,1.101
1632,Transit,,0.0155,18.2206421,Kepler-1396,0.185
1633,Transit,,0.00377,1.11854972,Kepler-1200,0.095
1634,Transit,,0.0138,3.35183158,Kepler-1343,0.172
1635,Transit,,0.0337,56.7771,Kepler-1085,0.292
1636,Transit,,0.0111,8.07124073,Kepler-1210,0.152
1637,Transit,,0.0066,1.63865306,Kepler-1399,0.112
1638,Transit,,0.018,5.53608151,Kepler-1388,0.202
1639,Transit,,0.0174,31.719775,Kepler-110,0.197
1640,Transit,,0.0112,1.00393374,Kepler-1167,0.153
1641,Transit,,0.00274,5.57654784,Kepler-1293,0.087
1642,Transit,,0.00218,8.3839865,Kepler-1296,0.081
1643,Transit,,0.0184,15.18725932,Kepler-1201,0.204
1644,Transit,,0.0769,36.337373,Kepler-281,0.474
1645,Transit,,0.0102,9.06689421,Kepler-1400,0.145
1646,Transit,,0.00859,1.43474156,Kepler-1091,0.13
1647,Transit,,0.00317,3.85691855,Kepler-1081,0.09
1648,Transit,,0.0109,11.20066445,Kepler-1401,0.15
1649,Transit,,0.00642,5.03728015,Kepler-1104,0.11
1650,Transit,,0.011,33.2406882,Kepler-1166,0.151
1651,Transit,,0.00687,2.85234897,Kepler-1124,0.114
1652,Transit,,0.0179,10.937304,Kepler-272,0.201
1653,Transit,,0.0179,20.0711504,Kepler-1407,0.201
1654,Radial Velocity,G5,2.68,232.08,HIP 109600,1.18
1655,Transit,,0.0194,8.45808312,Kepler-1154,0.211
1656,Transit,,0.0208,37.6327084,Kepler-1388,0.219
1657,Transit,,0.0127,17.6700642,Kepler-1125,0.164
1658,Transit,,0.0125,13.1829642,Kepler-1413,0.162
1659,Transit,,0.0282,161.5163345,Kepler-1086,0.262
1660,Transit,M2 V,0.0101,10.864384,Kepler-296,0.144
1661,Transit,,0.00696,5.50860439,Kepler-1012,0.115
1662,Transit,,0.0131,38.285489,Kepler-299,0.167
1663,Transit,,0.0128,25.4338197,Kepler-1509,0.165
1664,Transit,,0.0339,77.2548396,Kepler-1080,0.293
1665,Transit,,0.0269,3.295709,Kepler-304,0.255
1666,Transit,,0.00724,14.0329154,Kepler-1506,0.118
1667,Transit,,0.0107,2.21571036,Kepler-1342,0.148
1668,Transit,,0.0457,66.4162133,Kepler-1024,0.349
1669,Transit,,0.0233,6.941357,Kepler-319,0.235
1670,Transit,,0.0179,14.627119,Kepler-172,0.201
1671,Transit,,0.048,25.751974,Kepler-176,0.224
1672,Transit,,0.0147,6.40013,Kepler-179,0.178
1673,Transit,,0.0627,4.662715,Kepler-318,0.42
1674,Transit,,0.00588,1.49914695,Kepler-304,0.107
1675,Transit,,0.0145,4.302149,Kepler-181,0.178
1676,Transit,M2 V,0.0147,5.8416366,Kepler-296,0.178
1677,Transit,,0.0184,31.781925,Kepler-319,0.204
1678,Transit,,0.0413,11.815007,Kepler-318,0.328
1679,Transit,,0.00264,1.53818001,Kepler-1650,0.086
1680,Transit,,0.0113,8.77501,Kepler-317,0.153
1681,Transit,,0.0191,4.822962,Kepler-213,0.209
1682,Transit,M1 V,0.0244,22.7802,Kepler-32,0.241
1683,Transit,,0.0104,4.362705,Kepler-319,0.145
1684,Transit,,0.0144,37.3229493,Kepler-1025,0.177
1685,Transit,,0.0115,26.0840594,Kepler-1478,0.154
1686,Transit,,0.00642,5.94220998,Kepler-1481,0.11
1687,Transit,,0.00869,19.9157725,Kepler-1485,0.131
1688,Transit,,0.0168,9.37647,Kepler-50,0.194
1689,Transit,,0.00521,6.827766,Kepler-316,0.103
1690,Transit,,0.0015,6.738088,Kepler-390,0.073
1691,Transit,,0.0537,5.64067757,Kepler-501,0.384
1692,Transit,,0.0043,3.282807,Kepler-374,0.098
1693,Transit,,0.01038,12.38602,Kepler-595,0.09
1694,Transit,M1 V,0.00724,1.68269615,Kepler-617,0.118
1695,Transit,,0.00085,28.906009,Kepler-378,0.062
1696,Transit,K2 V,0.113,122.3874,Kepler-62,0.144
1697,Transit,,0.0401,12.309681,Kepler-279,0.323
1698,Transit,,0.0224,12.92491623,Kepler-532,0.229
1699,Transit,,0.0145,5.45849832,Kepler-526,0.178
1700,Transit,,0.0238,6.511127,Kepler-346,0.237
1701,Transit,,0.0236,21.05358596,Kepler-603,0.236
1702,Transit,K2 V,0.11,267.291,Kepler-62,0.126
1703,Transit,,0.0184,62.784697,Kepler-379,0.204
1704,Transit,,0.0145,7.75192492,Kepler-625,0.178
1705,Transit,,0.0142,8.82713457,Kepler-1556,0.175
1706,Transit,,0.0329,17.4211749,Kepler-648,0.287
1707,Transit,,0.0275,4.41745855,Kepler-642,0.259
1708,Transit,,0.00193,6.83437001,Kepler-398,0.079
1709,Transit,,0.00364,4.1653651,Kepler-625,0.094
1710,Transit,,0.00624,8.109044,Kepler-226,0.109
1711,Transit,,0.018,29.90722674,Kepler-649,0.202
1712,Transit,,0.017,5.859944,Kepler-65,0.23
1713,Transit,,0.0346,12.91375431,Kepler-620,0.296
1714,Transit,,5.41,52.501129,Kepler-432,1.145
1715,Transit,,0.0217,55.188023,Kepler-361,0.225
1716,Transit,,0.00912,57.68802,Kepler-359,0.384
1717,Transit,,0.013,8.13123,Kepler-65,0.136
1718,Radial Velocity,G5 V,0.072,123.01,61 Vir,0.456
1719,Transit,,0.0189,8.30864937,Kepler-496,0.207
1720,Transit,,0.04,10.043686,Kepler-385,0.244
1721,Transit,M4,0.0066,8.15275,Kepler-445,0.11
1722,Transit,,0.0249,6.8834055,Kepler-506,0.244
1723,Transit,M,0.505,2.455239,Kepler-45,0.96
1724,Transit,,0.0957,3.57320367,Kepler-497,0.539
1725,Transit,,0.00317,11.419412,Kepler-398,0.09
1726,Transit,,0.0357,28.51120525,Kepler-533,0.302
1727,Transit,,0.00714,5.028219,Kepler-374,0.117
1728,Transit,,0.0363,90.4113556,Kepler-616,0.304
1729,Transit,,0.0264,16.21775407,Kepler-555,0.252
1730,Transit,,0.0399,17.58752333,Kepler-559,0.322
1731,Transit,,0.0105,6.766589,Kepler-46,0.146
1732,Transit,,0.0112,7.81254,Kepler-50,0.153
1733,Transit,,0.0144,8.014927,Kepler-273,0.177
1734,Transit,,0.0214,13.89961966,Kepler-543,0.223
1735,Transit,,0.00553,2.3432319,Kepler-847,0.105
1736,Radial Velocity,G6 V,3.05046,1403.0,KOI-142,1.17
1737,Transit,,0.0357,16.088134,Kepler-275,0.302
1738,Transit,,0.0609,3.75083228,Kepler-564,0.413
1739,Transit,M0 V,0.132,9.77,Kepler-83,0.252
1740,Transit,,0.00642,5.69919514,Kepler-884,0.11
1741,Transit,,0.0214,18.11472949,Kepler-885,0.223
1742,Transit,,0.0127,33.197861,Kepler-274,0.164
1743,Transit,,0.0271,51.300634,Kepler-921,0.256
1744,Transit,,0.0154,9.7678805,Kepler-958,0.184
1745,Transit,,0.0749,124.4198398,Kepler-841,0.467
1746,Radial Velocity,G5 V,0.016,4.215,61 Vir,0.188
1747,Transit,,0.106,53.44945593,Kepler-891,0.572
1748,Transit,,0.0241,19.17891293,Kepler-899,0.239
1749,Transit,,0.0117,14.878296,Kepler-939,0.156
1750,Transit,K4,0.41,7.133521,WASP-132,0.87
1751,Transit,,0.00624,1.34059747,Kepler-908,0.109
1752,Radial Velocity,K0 V,0.0442,85.5073,HD 20781,0.342
1753,Radial Velocity,F9,1.45,3724.7,HD 220773,1.21
1754,Transit,,0.0238,2.52559332,Kepler-664,0.237
1755,Radial Velocity,,1.08,789.0,Kepler-97,
1756,Transit,,0.00416,3.744439,Kepler-889,0.097
1757,Transit,,0.00869,13.93290318,Kepler-909,0.131
1758,Transit,,0.0145,2.57885507,Kepler-872,0.178
1759,Transit,K3,0.81,6.24658,Kepler-91,1.367
1760,Transit,,0.0405,4.24374723,Kepler-565,0.325
1761,Radial Velocity,G0 V,0.408,223.41,HD 11506,1.27
1762,Transit,K5,0.02124,3.07222,Kepler-80,0.136
1763,Transit,,0.00993,2.211099,Kepler-55,0.142
1764,Transit,M0 V,0.036,20.09,Kepler-83,0.211
1765,Transit,,0.0154,7.1396941,Kepler-832,0.184
1766,Transit,M0 V,0.034,2.50806,Kepler-94,0.313
1767,Transit,,0.122,58.3620495,Kepler-561,0.621
1768,Transit,,0.0267,14.13176026,Kepler-800,0.254
1769,Transit,,0.0172,44.552169,Kepler-84,0.196
1770,Transit,,0.0465,5.26341577,Kepler-552,0.352
1771,Transit,,0.234,10.50682565,Kepler-816,0.914
1772,Transit,,0.0357,134.2527298,Kepler-965,0.302
1773,Transit,,0.0154,10.29672521,Kepler-913,0.184
1774,Transit,,0.0745,18.00931444,Kepler-562,0.465
1775,Transit,,0.0119,3.22296927,Kepler-822,0.158
1776,Transit,,0.0307,22.18432708,Kepler-563,0.276
1777,Transit,,0.0128,7.76846622,Kepler-948,0.165
1778,Transit,,0.0928,49.7701438,Kepler-943,0.529
1779,Transit,,0.022,44.9309804,Kepler-852,0.227
1780,Transit,,0.0162,13.5225106,Kepler-964,0.189
1781,Transit,K2 V,0.44,2.2783152,WASP-144,0.85
1782,Radial Velocity,M0,0.02549,60.722,HIP 38594,0.247
1783,Transit,,0.03168,77.61130017,Kepler-20,0.245
1784,Transit,,0.0147,3.69298373,Kepler-968,0.178
1785,Transit,,0.01,15.3787546,Kepler-1050,0.143
1786,Transit,,0.0127,9.87863917,Kepler-1651,0.164
1787,Transit,,0.0191,5.1856142,Kepler-1154,0.209
1788,Transit,F6 V,1.183,1.2749255,WASP-121,1.865
1789,Eclipse Timing Variations,,6.28,10220.0,DP Leo,1.14
1790,Transit,,0.1647,4.17806203,WASP-127,1.311
1791,Microlensing,,2.63,,KMT-2016-BLG-2397L,1.18
1792,Radial Velocity,M1.5V,0.02287,121.995,GJ 229,0.232
1793,Transit,,0.143,130.3546919,Kepler-952,0.682
1794,Radial Velocity,F5 V,0.437,5.2072,DMPP-2,1.28
1795,Transit,,0.0104,2.61703254,Kepler-866,0.145
1796,Transit,,0.011,7.16892463,Kepler-853,0.151
1797,Transit,K1 V,0.088,11.759,CoRoT-24,0.44
1798,Transit,F9,0.27,4.86069,CoRoT-25,1.08
1799,Transit,G0 V,1.03,1.5089557,CoRoT-1,1.49
1800,Transit,K1 V,2.75,13.2406,CoRoT-10,0.97
1801,Disk Kinematics,Be9.5/AO,2.5,,HD 97048,1.18
1802,Transit,,0.0193,10.681572,Kepler-256,0.21
1803,Transit,,0.0241,38.6519976,Kepler-487,0.239
1804,Imaging,M0.5,11.0,,DH Tau,2.7
1805,Radial Velocity,F8 V,0.0302,6.584,DMPP-1,0.273
1806,Radial Velocity,F8 V,0.01054,2.882,DMPP-1,0.147
1807,Transit,,0.00131,1.91694425,Kepler-1222,0.07
1808,Radial Velocity,M1 V,0.01321,9.262,GJ 887,0.168
1809,Radial Velocity,K5 III,4.2,578.2,BD+20 274,1.16
1810,Transit,,0.0293,27.495606,Kepler-1056,0.269
1811,Transit,,135.0,2.49577962,Kepler-840,1.523
1812,Transit,,0.00889,5.8706191,Kepler-898,0.133
1813,Radial Velocity,G7 V,22.16,1756.2,HD 125390,1.07
1814,Transit,G1,1.0,5.748145,WASP-129,0.93
1815,Radial Velocity,M2.5 V,2.5,695.66,GJ 317,1.18
1816,Radial Velocity,M2.5 V,1.64396,6739.323,GJ 317,1.2
1817,Radial Velocity,M3 V,0.0173,12.914,GJ 581,0.197
1818,Radial Velocity,M1.0 V,0.00931,2.37756,GJ 740,0.137
1819,Radial Velocity,K1V,4.42,15.76491,GJ 86,1.15
1820,Radial Velocity,G2 V,0.174,25.8,HD 117618,0.766
1821,Radial Velocity,F8,2.98,58.83,HD 12484,1.17
1822,Radial Velocity,M4 V,0.021,1.93778,GJ 876,0.224
1823,Radial Velocity,M2,0.06186,73.94,GJ 96,0.417
1824,Transit,K,0.58,10.33852,HAT-P-17,1.05
1825,Transit,,0.88,3.37796,HATS-31,1.64
1826,Transit,,0.806,5.416081,HATS-59,1.126
1827,Transit,,1.45,1.6091788,HATS-67,1.685
1828,Transit,,0.577,2.2252577,HATS-69,0.945
1829,Transit,K2,0.12,3.185315,HATS-7,0.563
1830,Transit,G5 III/IV,0.415,11.53533,HD 1397,1.026
1831,Radial Velocity,G1 V,1.67,386.29999,HD 142415,1.2
1832,Radial Velocity,G6 V,3.532,1039.15,HD 143361,1.16
1833,Radial Velocity,G3 V,6.02,103.95,HD 145377,1.14
1834,Transit,,3.33,5.452654,HAT-P-34,1.197
1835,Transit,,0.599,3.54387,HAT-P-39,1.571
1836,Radial Velocity,G8 V,1.03,383.70001,HD 100777,1.23
1837,Transit,,1.192,2.5495551,HATS-33,1.23
1838,Radial Velocity,G2 V,0.42,3568.0,HD 133131 A,1.28
1839,Radial Velocity,K0,1.69,410.10001,HD 177830,1.2
1840,Radial Velocity,G5,8.03,71.484,HD 178911 B,1.12
1841,Transit,,0.92,2.8126548,HATS-32,1.249
1842,Transit,G V,1.338,16.254611,HATS-17,0.777
1843,Transit,K V,2.74,4.7228124,HATS-22,0.953
1844,Transit,F,1.071,3.547851,HATS-3,1.381
1845,Transit,F5 V,0.04782,21.05704,HD 106315,0.388
1846,Radial Velocity,F9 V,0.94,989.2,HD 10647,1.23
1847,Radial Velocity,G5 IV,6.383,1075.69,HD 10697,1.13
1848,Transit,,1.222,1.8209993,HATS-35,1.464
1849,Radial Velocity,G4 V,0.03304,107.63,HD 136352,0.288
1850,Radial Velocity,K3 III,5.21,501.75,HD 240210,1.14
1851,Transit,G,0.706,3.1743516,HATS-30,1.175
1852,Transit,,0.941,2.1061607,HATS-34,1.43
1853,Transit,,0.63,4.5776348,HATS-39,1.57
1854,Radial Velocity,G4 IV,0.357,4000.0,HD 114613,1.17
1855,Radial Velocity,K0,2.79,6.1335,HD 118203,1.18
1856,Transit,,1.88,2.292102,HATS-42,1.4
1857,Transit,,1.03,4.2180896,HATS-58 A,1.095
1858,Radial Velocity,G3 V,7.28,2835.0,HD 125612,1.13
1859,Radial Velocity,G3 V,3.31,2613.0,HD 13167,1.17
1860,Radial Velocity,G5 V,0.82,5000.0,HD 134987,1.24
1861,Radial Velocity,G5,2.14,464.29999,HD 136418,1.19
1862,Radial Velocity,K2 V,0.03134,53.753,HD 13808,0.279
1863,Radial Velocity,G8 IV,0.41,1244.0,HD 126614,1.27
1864,Radial Velocity,K2.5 V,0.01806,6.4898,HD 176986,0.202
1865,Radial Velocity,K3 IV,0.54,2172.0,HD 181433,1.27
1866,Radial Velocity,K0,1.33,201.99,HD 141399,1.22
1867,Radial Velocity,G2/G3 V,9.69,653.21997,HD 141937,1.11
1868,Radial Velocity,G1 IV,1.25,349.7,HD 142,1.22
1869,Radial Velocity,G5 V,2.218,1184.1,HD 159868,1.19
1870,Radial Velocity,G8 V,0.02674,3.2498,HD 39855,0.254
1871,Radial Velocity,G5 IV,0.26,75.523,HD 16141,0.971
1872,Radial Velocity,K3 V,0.03524,120.878,HD 103949,0.299
1873,Radial Velocity,K2 V,0.16,55.806,HD 104067,0.729
1874,Radial Velocity,G1 V,5.14,116.596,HD 147873,1.15
1875,Radial Velocity,K0 III/IV,1.3,331.5,HD 148427,1.22
1876,Radial Velocity,G6 V,2.661,2918.92,HD 152079,1.18
1877,Radial Velocity,G3 IV,5.37,163.94,HD 154672,1.14
1878,Radial Velocity,G5 V,2.45,408.60001,HD 154857,1.18
1879,Radial Velocity,G0,0.01762,3.432,HD 158259,0.199
1880,Radial Velocity,G0,0.01702,5.1980814,HD 158259,0.195
1881,Radial Velocity,G5 V,0.0553,34.905,HD 204313,0.39
1882,Radial Velocity,F8 V CH+0.4,0.261,10.8985,HD 108147,0.973
1883,Transit,K1 V,0.02552,17.1784,HD 15337,0.213
1884,Radial Velocity,F8 V,2.95,499.39999,HD 153950,1.17
1885,Radial Velocity,G5,1.42,394.48123,HD 108874,1.21
1886,Radial Velocity,K0 III,1.37,311.60001,HD 2952,1.21
1887,Radial Velocity,G0,5.1,990.0,HD 16175,1.15
1888,Radial Velocity,K3 V,9.84,8.4282,HD 162020,1.11
1889,Radial Velocity,G5,2.201,1272.0,HD 163607,1.19
1890,Transit,,2.24,1.36665436,HATS-52,1.382
1891,Radial Velocity,G5 V,0.054,7.8543,HD 109271,0.385
1892,Radial Velocity,K1 III,2.6,818.8,HD 155233,1.18
1893,Radial Velocity,G5 V,7.14,1143.0,HD 111232,1.13
1894,Transit,M3 V,0.37,3.7955202,HATS-71,1.024
1895,Transit,,0.1254,7.3279474,HATS-72,0.722
1896,Radial Velocity,F8 V,0.865,19.382,HD 13908,1.24
1897,Radial Velocity,K1 V,0.25,70.46,HD 101930,0.949
1898,Radial Velocity,F6 V,2.83,324.0,HD 113337,1.18
1899,Radial Velocity,K9 V,0.93,1818.0,HD 113538,1.24
1900,Radial Velocity,K1 IV,0.934,577.2,HD 1605,1.23
1901,Radial Velocity,K3 V,0.00572,5.75999,HD 215152,0.106
1902,Radial Velocity,K0,1.4,670.0,HD 116029,1.21
1903,Radial Velocity,G5 IV,1.5,461.2,HD 188015,1.21
1904,Radial Velocity,G6 IV,1.54,2915.03687,HD 190360,1.21
1905,Radial Velocity,K0,8.52,1606.3,HD 191806,1.12
1906,Radial Velocity,K3V,0.0532,74.72,HD 192310,0.381
1907,Radial Velocity,G4 V,3.18,1378.0,HD 196050,1.17
1908,Radial Velocity,G8 IV/V,1.926,2621.75,HD 117207,1.2
1909,Radial Velocity,K2,0.03228,35.45,HD 216520,0.284
1910,Radial Velocity,G9 V CN+1,0.0788,37.91,HD 11964,0.48
1911,Radial Velocity,K3.5 V,1.99792,641.472,HD 164604,1.19
1912,Radial Velocity,G8 V,0.0547,53.7357,HD 21693,0.387
1913,Radial Velocity,F5,1.21,2.1974,HD 143105,1.22
1914,Radial Velocity,G0 V,0.01759,13.5052,HD 1461,0.199
1915,Radial Velocity,G9 V,6.56,1008.0,HD 147018,1.13
1916,Radial Velocity,G0/2 V,0.85,1027.0,HD 148156,1.24
1917,Radial Velocity,F7 V,6.43,270.0,HD 1666,1.13
1918,Radial Velocity,K7 V,0.16937,749.83,GJ 414 A,0.749
1919,Radial Velocity,G5 V,0.73,1155.7,HD 207832,1.25
1920,Radial Velocity,G8 V,0.015,90.309,HD 20794,0.182
1921,Radial Velocity,G2 V,2.5,5769.0,HD 133131 B,1.18
1922,Radial Velocity,G0,5.38,974.0,HD 132406,1.14
1923,Radial Velocity,F8,1.49,1544.0,HD 132563,1.21
1924,Imaging,K7 V,12.5,,2MASS J22362452+4751425,1.1
1925,Radial Velocity,G5 III,5.3,952.7,81 Cet,1.14
1926,Radial Velocity,K7/M0 V,0.17,125.94,BD-06 1339,0.747
1927,Transit,G9 V,3.47,1.9000693,CoRoT-18,1.31
1928,Transit,F9 V,1.11,3.89713,CoRoT-19,1.29
1929,Transit,G2,0.527,2.6054552,HAT-P-65,1.89
1930,Transit,,0.34,4.8101025,HAT-P-67,2.085
1931,Transit,,1.84,2.20474,HAT-P-7,1.51
1932,Transit,,6.78,2.74432452,HAT-P-70,1.87
1933,Transit,F6,1.28,3.07634,HAT-P-8,1.4
1934,Transit,G8/9 IV,0.484,5.20851,CoRoT-28,0.955
1935,Radial Velocity,G9 V,0.02643,3.698,CoRoT-7,0.253
1936,Radial Velocity,F8 V,0.01299,5.516,DMPP-1,0.166
1937,Transit,G5 V,0.01825,13.339079,EPIC 220674823,0.244
1938,Radial Velocity,M0 V,0.03209,5.2354,GJ 160.2,0.283
1939,Transit,,1.19,2.69405,HAT-P-41,2.05
1940,Transit,F V,2.26,1.3484978,HATS-24,1.395
1941,Transit,F,0.65,3.3023881,HATS-26,1.75
1942,Transit,,0.179,3.2768837,HATS-62,1.055
1943,Transit,,0.821,3.105161,HATS-65,1.501
1944,Radial Velocity,G3 IV,0.0318,3.2696,HD 134060,0.282
1945,Radial Velocity,M3.5 V,0.02737,57.32,GJ 682,0.258
1946,Radial Velocity,M3.0V,0.05034,727.562,GJ 687,0.369
1947,Radial Velocity,G5,0.7,2372.0,HD 32963,1.25
1948,Radial Velocity,G0 V,0.168,214.67,HD 34445,0.752
1949,Radial Velocity,F9.5 V,0.4,363.20001,HD 38283,1.25
1950,Radial Velocity,K0,2.7,578.6,HD 40956,1.18
1951,Radial Velocity,F8 V,4.67,264.14999,HD 40979,1.15
1952,Eclipse Timing Variations,,4.5,4368.0,HU Aqr,1.15
1953,Transit,K3,0.0147,14.677286,K2-101,0.178
1954,Transit,M2.5e,0.0142,1.974238,K2-104,0.175
1955,Transit,,0.0066,2.49412,K2-130,0.112
1956,Transit,M1.5 V,0.0115,26.5841,K2-133,0.154
1957,Transit,,0.0229,0.469269,K2-183,0.232
1958,Transit,,0.00951,16.995731,K2-184,0.138
1959,Radial Velocity,K2 III/IV,5.5,1560.2,HIP 8541,1.14
1960,Imaging,G0V,21.9987,,HN Peg,1.051
1961,Transit,,0.0191,8.438756,K2-275,0.209
1962,Radial Velocity,G0 V,3.23,27000.0,HR 5183,1.17
1963,Transit,F6 V,0.0139,5.97293,HR 858,0.173
1964,Imaging,A5,7.0,170000.0,HR 8799,1.2
1965,Imaging,A5,10.0,37000.0,HR 8799,1.2
1966,Imaging,A5,10.0,20815.6,HR 8799,1.17
1967,Transit,,0.0155,6.326763,K2-277,0.185
1968,Transit,,0.0221,26.8199,K2-241,0.227
1969,Transit,,0.0295,14.36267939,Kepler-1112,0.269
1970,Transit,G8,0.14,39.93767,K2-11,0.674
1971,Transit,,0.49,9.1751,K2-132,1.3
1972,Transit,M1.5 V,0.0101,4.86784,K2-133,0.143
1973,Transit,G8 V,0.00975,2.35309,K2-138,0.135
1974,Transit,,0.0255,24.0862707,Kepler-1140,0.247
1975,Transit,,0.00972,4.56327,K2-223,0.14
1976,Transit,K2 V,0.03046,3.471745,K2-285,0.231
1977,Transit,K2 V,0.04933,7.138048,K2-285,0.315
1978,Transit,K2 V,0.02045,10.45582,K2-285,0.221
1979,Transit,,0.0112,4.33642933,Kepler-1002,0.153
1980,Transit,,0.012,3.55485691,Kepler-1003,0.159
1981,Transit,,0.00899,6.49801525,Kepler-1005,0.134
1982,Transit,,0.00687,12.43931193,Kepler-1008,0.114
1983,Transit,K7 V,0.01598,0.2803244,K2-141,0.135
1984,Transit,,0.0201,10.09489,K2-224,0.215
1985,Transit,,0.0142,2.86041,K2-230,0.175
1986,Transit,,0.0155,58.6017925,Kepler-1092,0.185
1987,Transit,,0.0322,78.1000231,Kepler-1094,0.284
1988,Transit,K3,0.0235,24.3662,K2-233,0.236
1989,Transit,M3 V,0.0134,31.393463,K2-288 B,0.17
1990,Transit,A2 V,3.382,3.4741085,KELT-20,1.741
1991,Transit,K7,0.0229,13.85,K2-155,0.232
1992,Transit,,0.00505,0.81314,K2-156,0.103
1993,Transit,,0.0235,10.06049,K2-158,0.236
1994,Transit,M3.0 V,0.0043,10.115,K2-239,0.098
1995,Transit,,0.26,12.4551225,K2-329,0.774
1996,Transit,F,1.698,2.995633,K2-34,1.245
1997,Transit,G3 V,0.0101,4.44117,K2-37,0.144
1998,Transit,A,1.31,3.0801716,KELT-17,1.525
1999,Transit,A8 V,4.07,4.6117093,KELT-19 A,1.91
2000,Transit,,0.079,118.3807,Kepler-11,0.297
2001,Transit,K3 V,0.022,19.07863,K2-16,0.227
2002,Transit,,0.0326,29.62682,K2-172,0.286
2003,Transit,,0.0089,5.329439,K2-176,0.133
2004,Transit,,0.03545,0.658524,K2-266,0.294
2005,Transit,G3 V,0.0249,14.09189,K2-37,0.244
2006,Transit,G2 V,0.06,4.01593,K2-38,0.17
2007,Transit,,0.0123,2.872042,K2-187,0.161
2008,Transit,,0.0092,2.588309,K2-189,0.136
2009,Transit,,0.0078,1.543069,K2-270,0.123
2010,Transit,,0.0283,4.400028,K2-270,0.263
2011,Transit,,0.0277,14.453533,K2-272,0.26
2012,Transit,G2 V,0.03115,10.56103,K2-38,0.216
2013,Transit,,0.0204,5.657,K2-44,0.217
2014,Transit,,0.0153,19.1541,K2-46,0.183
2015,Transit,M0.0&plusmn0.5 V,0.00673,24.646582,K2-3,0.139
2016,Transit,,0.222,3.38628,K2-308,0.884
2017,Transit,,0.023,22.6845,Kepler-11,0.278
2018,Transit,,0.00651,2.89221751,Kepler-1096,0.111
2019,Transit,,0.0241,7.05254,K2-58,0.239
2020,Transit,,0.0112,22.8827,K2-58,0.153
2021,Transit,,0.0164,6.67202,K2-62,0.191
2022,Transit,,0.0078,2.94902905,Kepler-1120,0.123
2023,Transit,,0.0472,284.215,KOI-1783,0.485
2024,Transit,,0.0164,16.1966,K2-62,0.191
2025,Transit,M1.0 V,0.0239,14.5665,K2-26,0.238
2026,Transit,,0.0329,20.257,K2-63,0.287
2027,Transit,F6 V,1.42,2.6266657,K2-260,1.552
2028,Transit,,0.0274,13.97896,K2-70,0.258
2029,Transit,,0.009,13.0241,Kepler-11,0.256
2030,Transit,,0.0388,16.00494214,Kepler-1015,0.317
2031,Transit,,0.0222,28.867253,K2-80,0.228
2032,Transit,,0.0143,6.102325,K2-81,0.176
2033,Transit,,0.017,1.95452434,Kepler-1016,0.194
2034,Transit,,0.0057,8.719375,KOI-351,0.106
2035,Transit,,0.0238,91.93913,KOI-351,0.237
2036,Transit,,0.0166,6.98541,K2-71,0.192
2037,Transit,,0.00521,15.189034,K2-72,0.103
2038,Transit,,0.00882,9.99767,K2-83,0.132
2039,Transit,,0.01353,5.28696,Kepler-102,0.042
2040,Transit,,0.00944,7.07142,Kepler-102,0.052
2041,Transit,,0.0145,7.23400469,Kepler-1017,0.178
2042,Transit,,0.0226,49.1013514,Kepler-1018,0.23
2043,Transit,,0.023,6.88705,Kepler-100,0.118
2044,Transit,,0.0639,120.0181272,Kepler-1000,0.425
2045,Radial Velocity,G5,2.33,968.8,HD 98736,1.19
2046,Radial Velocity,K2 V,0.03996,41.516,HIP 35173,0.322
2047,Transit,,0.028,16.1457,Kepler-102,0.198
2048,Transit,,0.01636,27.4536,Kepler-102,0.079
2049,Transit,,0.0205,18.78425728,Kepler-1086,0.218
2050,Transit,,0.0126,5.13248562,Kepler-1089,0.163
2051,Transit,,0.0172,6.93,K2-325,0.196
2052,Radial Velocity,K3V,0.2,225.7,HD 218566,0.832
2053,Radial Velocity,F7 V,3.09,456.1,HD 221287,1.17
2054,Radial Velocity,K0 III,1.56,871.0,HD 222076,1.21
2055,Radial Velocity,G5 V,8.37,572.38,HD 222582,1.12
2056,Radial Velocity,G2 V,0.7,26.6904,HD 224693,1.25
2057,Radial Velocity,G5,17.193,1749.83,HD 168443,1.09
2058,Radial Velocity,G5 V,1.79,963.6,HD 45350,1.2
2059,Radial Velocity,G6 V,0.07,4.0845,HD 47186,0.448
2060,Radial Velocity,F6 IV,1.06,201.9,HD 60532,1.23
2061,Transit,G8 V,0.02492,5.40479,K2-138,0.213
2062,Transit,,0.0151,9.525988,K2-175,0.182
2063,Transit,,0.0161,14.155185,K2-177,0.189
2064,Radial Velocity,G0,2.33,705.0,HD 82886,1.19
